Frequency (Hz)	Level (dB)
281.494141	-68.793884
281.738281	-69.644455
281.982422	-68.753876
282.226562	-65.689217
282.470703	-69.821404
282.714844	-66.972298
282.958984	-68.746384
283.203125	-69.728142
283.447266	-69.219887
283.691406	-71.121727
283.935547	-68.031570
284.179688	-68.498611
284.423828	-67.826889
284.667969	-69.791664
284.912109	-67.784416
285.156250	-69.036552
285.400391	-68.959343
285.644531	-69.645958
285.888672	-72.760536
286.132812	-72.598404
286.376953	-70.700150
286.621094	-69.109283
286.865234	-70.587921
287.109375	-67.816422
287.353516	-68.080330
287.597656	-68.839241
287.841797	-67.819145
288.085938	-69.548370
288.330078	-70.369812
288.574219	-67.210304
288.818359	-71.409462
289.062500	-73.023628
289.306641	-67.551109
289.550781	-69.848755
289.794922	-66.191681
290.039062	-69.563591
290.283203	-69.755684
290.527344	-73.435669
290.771484	-71.876068
291.015625	-72.384735
291.259766	-73.856857
291.503906	-69.451180
291.748047	-75.310646
291.992188	-70.675346
292.236328	-71.663582
292.480469	-75.546112
292.724609	-72.482964
292.968750	-71.963799
293.212891	-68.697037
293.457031	-71.038902
293.701172	-68.363838
293.945312	-72.198181
294.189453	-69.280449
294.433594	-70.045265
294.677734	-68.790039
294.921875	-71.623528
295.166016	-70.509125
295.410156	-72.130653
295.654297	-71.612541
295.898438	-67.563652
296.142578	-69.587959
296.386719	-70.605278
296.630859	-68.571030
296.875000	-69.121758
297.119141	-68.139557
297.363281	-72.156761
297.607422	-71.303711
297.851562	-71.921593
298.095703	-73.412827
298.339844	-69.734749
298.583984	-70.138008
298.828125	-70.322601
299.072266	-73.392006
299.316406	-73.198700
299.560547	-68.023056
299.804688	-67.248360
300.048828	-69.544594
300.292969	-70.100883
300.537109	-69.349808
300.781250	-71.612617
301.025391	-71.140427
301.269531	-70.048119
301.513672	-70.060257
301.757812	-70.064941
302.001953	-72.039734
302.246094	-72.444084
302.490234	-73.344551
302.734375	-71.487991
302.978516	-68.847252
303.222656	-70.010948
303.466797	-71.224197
303.710938	-69.785896
303.955078	-70.479668
304.199219	-71.532791
304.443359	-68.961128
304.687500	-73.254150
304.931641	-72.097488
305.175781	-71.373604
305.419922	-77.287849
305.664062	-70.551781
305.908203	-71.124321
306.152344	-69.959572
306.396484	-75.205391
306.640625	-71.658272
306.884766	-70.284454
307.128906	-71.158600
307.373047	-68.561562
307.617188	-71.356979
307.861328	-73.841774
308.105469	-73.776031
308.349609	-69.303665
